Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2019-11-27 00:00:00-05:00,,,,,0,0.004,0.0
2019-11-29 00:00:00-05:00,5.396251201629639,5.431107337186706,5.372349580173804,5.402724755306941,141556000,0.0,0.0
2019-12-02 00:00:00-05:00,5.2097697257995605,5.402724547027051,5.1945826136977,5.389279766756644,372036000,0.0,0.0
2019-12-03 00:00:00-05:00,5.170184135437012,5.174167422901705,4.9886824224266695,5.026028354244256,465232000,0.0,0.0
2019-12-04 00:00:00-05:00,5.21400260925293,5.276245980824618,5.185370715315462,5.253838329068471,273424000,0.0,0.0
2019-12-05 00:00:00-05:00,5.1970720291137695,5.251597181490656,5.166448020661504,5.235911922230354,184884000,0.0,0.0
2019-12-06 00:00:00-05:00,5.282469272613525,5.315334234171667,5.256327175227774,5.266286340829481,232236000,0.0,0.0
2019-12-09 00:00:00-05:00,5.282469272613525,5.337243733664608,5.2508499190743265,5.259563951536244,211880000,0.0,0.0
2019-12-10 00:00:00-05:00,5.327533721923828,5.379320241809861,5.259812632522556,5.312594973963453,256388000,0.0,0.0
2019-12-11 00:00:00-05:00,5.411188125610352,5.4166658561715835,5.335500468042879,5.337990259229055,233796000,0.0,0.0
2019-12-12 00:00:00-05:00,5.578747749328613,5.596922798992293,5.373344946925377,5.382307815980646,404348000,0.0,0.0
2019-12-13 00:00:00-05:00,5.576757907867432,5.700995830925494,5.5227304147696605,5.581737492230962,454704000,0.0,0.0
2019-12-16 00:00:00-05:00,5.605638027191162,5.678089404627511,5.5961770078904935,5.624311229065422,320976000,0.0,0.0
2019-12-17 00:00:00-05:00,5.6838154792785645,5.706471966332997,5.61484972153509,5.624310740013092,321196000,0.0,0.0
2019-12-18 00:00:00-05:00,5.7141900062561035,5.774690565402945,5.7102062446928405,5.718671441215278,343548000,0.0,0.0
2019-12-19 00:00:00-05:00,5.86232852935791,5.875773307930022,5.743817213123284,5.748796795918818,445360000,0.0,0.0
2019-12-20 00:00:00-05:00,5.959677219390869,5.985072331365736,5.909633505455244,5.928804376491865,603044000,0.0,0.0
2019-12-23 00:00:00-05:00,5.94598388671875,6.020426894599226,5.93527821079182,5.988309391939269,355060000,0.0,0.0
2019-12-24 00:00:00-05:00,5.941004753112793,5.958183983135159,5.896189453033439,5.930547913078171,138864000,0.0,0.0
2019-12-26 00:00:00-05:00,5.955197334289551,5.983331081606544,5.925569141918095,5.944491181206343,182852000,0.0,0.0
2019-12-27 00:00:00-05:00,5.897433757781982,5.983827569160509,5.871042349821901,5.970382791073855,254644000,0.0,0.0
2019-12-30 00:00:00-05:00,5.784152030944824,5.880753863692627,5.752781508925201,5.875525443356024,258056000,0.0,0.0
2019-12-31 00:00:00-05:00,5.858346462249756,5.867807481578613,5.7296271169592705,5.748797992344805,231004000,0.0,0.0
2020-01-02 00:00:00-05:00,5.973121643066406,5.973121643066406,5.893699529298719,5.944240917594443,237536000,0.0,0.0
2020-01-03 00:00:00-05:00,5.877518177032471,5.921337666228377,5.828470266530176,5.8533677143660165,205384000,0.0,0.0
2020-01-06 00:00:00-05:00,5.902163982391357,5.907392401632981,5.758008723369956,5.7841508195780715,262636000,0.0,0.0
2020-01-07 00:00:00-05:00,5.9736199378967285,6.0194310560697435,5.8854833146221495,5.930547447868545,314856000,0.0,0.0
2020-01-08 00:00:00-05:00,5.984823226928711,6.026152906725841,5.929302259432144,5.9693868061698465,277108000,0.0,0.0
2020-01-09 00:00:00-05:00,6.050553321838379,6.123004693294112,5.996775150715497,6.07121816558194,255112000,0.0,0.0
2020-01-10 00:00:00-05:00,6.082919597625732,6.188235458601298,6.068728307441158,6.157860759964036,316296000,0.0,0.0
2020-01-13 00:00:00-05:00,6.2736334800720215,6.298779758730242,6.143420176823482,6.166077138677623,319840000,0.0,0.0
2020-01-14 00:00:00-05:00,6.156616687774658,6.256205989890611,6.143420743148866,6.230810397307549,359088000,0.0,0.0
2020-01-15 00:00:00-05:00,6.114040374755859,6.191720153956525,6.088147115022304,6.1693125070763655,263104000,0.0,0.0
2020-01-16 00:00:00-05:00,6.197695732116699,6.203671136444443,6.144166404720056,6.167569873804075,284192000,0.0,0.0
2020-01-17 00:00:00-05:00,6.2064104080200195,6.22433662286197,6.158856480020387,6.2168672479580245,253792000,0.0,0.0
2020-01-21 00:00:00-05:00,6.173048496246338,6.206659972364118,6.138938871829662,6.169811719501558,217916000,0.0,0.0
2020-01-22 00:00:00-05:00,6.227076053619385,6.313718724201486,6.19943998025655,6.218362019214821,239240000,0.0,0.0
2020-01-23 00:00:00-05:00,6.295543193817139,6.304008390849214,6.178276993328888,6.2671606124072285,244516000,0.0,0.0
2020-01-24 00:00:00-05:00,6.2362871170043945,6.4608612773596805,6.182010801827219,6.411066396946293,373512000,0.0,0.0
2020-01-27 00:00:00-05:00,5.98034143447876,6.031380964638637,5.78190940595648,5.93154238388507,470536000,0.0,0.0
2020-01-28 00:00:00-05:00,6.173794746398926,6.206161085356565,5.993039591934935,6.046320084010133,310976000,0.0,0.0
2020-01-29 00:00:00-05:00,6.113295078277588,6.195456308187911,6.0734588843436095,6.159355039394786,258848000,0.0,0.0
2020-01-30 00:00:00-05:00,6.120016574859619,6.13346135468794,5.960424872848308,6.015447700778799,290504000,0.0,0.0
2020-01-31 00:00:00-05:00,5.886478424072266,6.086155116355163,5.8446510722752025,6.074204308733399,370420000,0.0,0.0
2020-02-03 00:00:00-05:00,5.983578681945801,6.00299838915232,5.862079431495619,5.8683036722731385,255564000,0.0,0.0
